1544816347.474250,1362302507000,0.252580,0.004678,10.241483,0.000245,-0.000282,-0.001496
1544816347.475346,1362303757000,0.256687,0.003787,10.227980,0.000452,0.000485,-0.001841
1544816347.476345,1362305006000,0.263690,0.009858,10.210340,0.000131,0.001051,-0.001809
1544816347.477380,1362306256000,0.260071,0.009945,10.191838,0.000329,0.001102,-0.001807
1544816347.479240,1362307507000,0.256230,0.009963,10.182168,0.000404,0.000669,-0.000910
1544816347.480347,1362308757000,0.255460,0.023555,10.185385,0.000450,0.000088,-0.000259
1544816347.481382,1362310006000,0.250857,0.028125,10.183933,0.000607,-0.000084,0.000066
1544816347.482372,1362311256000,0.252074,0.036595,10.193479,-0.000353,-0.000073,0.000404
1544816347.484222,1362312507000,0.250928,0.034690,10.203831,-0.000886,-0.000221,0.000453
1544816347.485364,1362313757000,0.240916,0.033319,10.196470,-0.000681,0.000139,0.000363
1544816347.486370,1362315006000,0.236367,0.025821,10.207191,-0.000386,0.000168,-0.000050
1544816347.487378,1362316257000,0.236531,0.016057,10.205311,0.000240,0.000195,0.000023
1544816347.489253,1362317507000,0.233969,0.015451,10.210398,0.000474,0.001337,0.000478
1544816347.490428,1362318757000,0.241404,0.016289,10.217392,0.000393,0.001851,0.000528
1544816347.491279,1362320006000,0.250581,0.020420,10.219002,0.000409,0.001430,0.000329
1544816347.492358,1362321256000,0.263808,0.027060,10.221820,0.000348,0.000970,-0.000165
1544816347.494212,1362322507000,0.281770,0.038393,10.215576,0.000084,0.000399,-0.001213
1544816347.495339,1362323757000,0.289874,0.035205,10.219763,-0.000008,-0.000158,-0.001169
1544816347.496366,1362325006000,0.283557,0.031721,10.204768,0.000028,0.000197,-0.000809
1544816347.498316,1362326257000,0.276112,0.027900,10.190300,-0.000252,0.000924,-0.000629
1544816347.499259,1362327507000,0.272254,0.020055,10.185835,-0.000412,0.000671,-0.000602
1544816347.500358,1362328757000,0.270546,0.015857,10.203260,-0.000434,0.000339,-0.001121
1544816347.501377,1362330006000,0.264506,0.008542,10.218196,-0.000119,-0.000160,-0.000885
1544816347.502351,1362331257000,0.266011,0.003063,10.231668,0.000329,-0.000851,-0.000431
1544816347.504211,1362332507000,0.263157,-0.000764,10.242658,0.000604,-0.000866,0.000203
1544816347.505303,1362333757000,0.260465,0.001497,10.208962,0.000066,-0.000592,0.000943
1544816347.506353,1362335008000,0.264168,0.013799,10.186010,-0.000543,-0.000054,0.000784
1544816347.507353,1362336256000,0.259001,0.031368,10.171953,-0.000395,0.000357,0.000441
1544816347.509221,1362337507000,0.260358,0.041062,10.156431,-0.000291,0.000482,0.000227
1544816347.510291,1362338757000,0.267158,0.046199,10.156376,-0.000290,0.000273,0.000080
1544816347.511352,1362340006000,0.266650,0.055857,10.170372,-0.000463,0.000167,0.000107
1544816347.512355,1362341256000,0.272246,0.060889,10.167620,-0.000291,0.000145,0.000234
1544816347.514204,1362342507000,0.270301,0.055920,10.151031,-0.000273,0.000087,0.000259
1544816347.515306,1362343757000,0.255248,0.053995,10.164541,-0.000233,-0.000084,0.000127
1544816347.516333,1362345006000,0.250275,0.033762,10.180723,-0.000233,-0.000245,0.000264
1544816347.517345,1362346256000,0.244273,0.018595,10.202236,-0.000972,-0.000325,-0.000026
1544816347.519218,1362347507000,0.244559,0.018754,10.225331,-0.001469,-0.001009,-0.000406
1544816347.520342,1362348757000,0.246374,0.018528,10.237226,-0.001576,-0.001077,-0.000245
1544816347.521368,1362350006000,0.246792,0.028057,10.241114,-0.001324,-0.000877,-0.000122
1544816347.524342,1362351257000,0.241875,0.027135,10.230085,-0.000756,-0.001076,-0.000034
1544816347.524483,1362352507000,0.235378,0.038284,10.216581,0.000407,-0.000612,0.000314
1544816347.525361,1362353757000,0.243296,0.048055,10.195365,0.001401,0.000075,0.000306
1544816347.526380,1362355006000,0.262536,0.054862,10.174219,0.001493,0.000037,0.000666
1544816347.527354,1362356256000,0.273317,0.057527,10.181072,0.001057,0.000717,0.000664
1544816347.529267,1362357507000,0.270259,0.037538,10.188594,0.000033,0.001395,0.000358
1544816347.530331,1362358756000,0.267894,0.022763,10.191274,-0.000733,0.001132,0.000069
1544816347.531345,1362360006000,0.258991,0.014053,10.191809,-0.000928,0.001279,-0.000858
1544816347.532356,1362361257000,0.254050,0.010574,10.187597,-0.000840,0.000927,-0.000903
1544816347.534224,1362362507000,0.264337,0.013569,10.193778,-0.000613,0.000364,-0.000712
1544816347.535322,1362363757000,0.262144,0.021065,10.195644,-0.000719,0.000047,-0.000751
1544816347.536357,1362365007000,0.259719,0.021897,10.199385,-0.001050,-0.000602,-0.000737
1544816347.537350,1362366256000,0.257553,0.026080,10.208561,-0.001087,-0.001125,-0.000893
1544816347.539222,1362367507000,0.251109,0.035809,10.217947,-0.001074,-0.001577,-0.000384
1544816347.540318,1362368757000,0.248229,0.041514,10.216980,-0.000651,-0.001894,0.000147
1544816347.541357,1362370007000,0.247928,0.051041,10.220747,0.000189,-0.001466,-0.000061
1544816347.542353,1362371256000,0.258806,0.055820,10.224467,0.000512,-0.000976,-0.000668
1544816347.544213,1362372507000,0.265007,0.055017,10.212612,0.000820,-0.000282,-0.001498
1544816347.545328,1362373757000,0.268773,0.040992,10.224992,0.000769,0.000353,-0.001919
1544816347.546331,1362375006000,0.271688,0.032663,10.222779,0.000179,0.000347,-0.001496
1544816347.548287,1362376257000,0.264951,0.031807,10.213427,0.000016,-0.000120,-0.000823
1544816347.549230,1362377507000,0.267477,0.028359,10.212627,0.000162,-0.000465,-0.000604
1544816347.550324,1362378756000,0.261690,0.034286,10.202228,0.000054,-0.000545,-0.000484
1544816347.551354,1362380006000,0.255684,0.032116,10.192293,-0.000173,-0.000626,-0.000379
1544816347.552361,1362381256000,0.251069,0.027098,10.189078,0.000223,-0.000231,0.000039
1544816347.554243,1362382510000,0.236507,0.028743,10.200125,0.000555,0.000208,-0.000134
1544816347.555298,1362383757000,0.243959,0.029486,10.209248,0.000851,0.000306,-0.000682
1544816347.556331,1362385006000,0.247799,0.035223,10.219280,0.001279,0.000587,-0.000867
